seed = 373
012345678910phi1		Nc1_tot	B1	Nc2_tot	B2	Gex
0.000000	0	2984	21	11943	0.000000
0.100000	59	2685	33	12237	-0.005578
0.200000	119	2387	31	12621	-0.009391
0.300000	179	2088	30	12882	0.004718
0.400000	238	1790	39	13284	-0.014095
0.500000	298	1492	46	13630	-0.024366
0.600000	358	1193	45	13811	0.012205
0.700000	417	895	42	14213	0.073947
0.800000	477	596	57	14565	0.023456
0.900000	537	298	69	15073	-0.012520
1.000000	596	0	77	15332	0.000000
