seed = 323273
012345678910phi1		Nc1_tot	B1	Nc2_tot	B2	Gex
0.000000	0	2984	37	11927	0.000000
0.100000	59	2685	29	12116	0.001298
0.200000	119	2387	31	12507	-0.011554
0.300000	179	2088	32	12917	-0.019957
0.400000	238	1790	35	13278	-0.025730
0.500000	298	1492	42	13462	-0.033409
0.600000	358	1193	37	13856	0.007535
0.700000	417	895	47	14137	-0.022840
0.800000	477	596	64	14514	-0.116041
0.900000	537	298	82	14751	-0.245355
1.000000	596	0	63	15225	0.000000
