1 0.305714 2.76007
2 0.412295 2.62585
3 0.203061 2.95484
4 0.252656 2.84916
5 0.155394 3.16565
6 0.152915 3.13647
7 0.0700622 3.5722
8 0.152915 3.13647
9 0.104651 3.34113
10 0.152915 3.13647
11 0.152915 3.13647
12 0.0663015 3.58118
13 0.00167194 6.63949
14 0.0226791 5.01918
15 0.098122 4.07038
16 0.207254 3.74792
17 0.302012 3.70995
18 0.11455 3.95474
19 0.120138 3.74119
20 0.0282937 2.37341
21 0 0
22 0 0
23 0.455513 3.30769
24 2.039 1.5184
25 2.039 1.5184
26 0 0
27 1.107 1.68112
28 0.0747249 1.93323
29 0.121156 2.81311
30 0.238148 3.40984
31 0.10897 2.94006
32 0.300087 3.46982
33 0.69792 3.6508
34 0.243126 3.60124
35 0.131455 3.17694
36 0.00509651 3.12117
37 0.162149 4.09571
38 0.101741 3.40006
39 0.299511 3.44
40 0.0197496 2.20219
41 0.310038 3.55995
42 0.207254 3.74792
43 0.409923 2.63004
44 0.0544087 3.7739
45 0.270582 3.44757
46 0.0828967 3.07717
47 0.0970049 3.3611
48 0.117014 3.91992
49 0.203061 2.95484
50 0.105027 3.74991
51 0.210013 2.95998
52 0.169966 3.25006
53 0.207254 3.74792
54 0.836845 3.84961
55 0.329921 3.26983
56 0.0663015 3.58118
57 0.455513 3.30769
58 0 0
59 0.329921 3.26983
60 0.580843 3.89995
61 0.119432 3.40025
62 0.1399 3.9019
63 0.0734574 3.52053
64 0.245018 2.81144
65 0.142655 4.06776
66 0.219779 3.64529
67 0.119497 3.1
68 0.584786 3.38557
69 0.584786 3.38557
70 0.0663015 3.58118
71 0.0663015 3.58118
72 0.0663015 3.58118
